"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
18044194175690769,17841405730557330,monicametran,"Mônica Metran","ORIGEM nasce do princípio da forma pura, da beleza que não precisa de artifício, da matéria que fala por si.

Cada peça é uma volta ao início.

As curvas contínuas lembram que tudo retorna, e que o essencial é o que permanece.

O ouro, aqui, é presença.

Não é brilho passageiro, é o próprio tempo solidificado.

ORIGEM é o manifesto da permanência.

O ouro como princípio.
A forma como eternidade.

#ColeçãoOrigem",37,"11/02/2025 14:00",https://www.instagram.com/reel/DQkegXhDUks/,"Reel do Instagram",,Total,35515,329,101,60,38,25136,113
18184933630341967,17841405730557330,monicametran,"Mônica Metran","02/11 • 19h
Coleção Origem
Coming Soon",0,"11/01/2025 08:10",https://www.instagram.com/p/DQhLQnojTif/,"Imagem do Instagram",,Total,15150,30,3,3,2,2316,0
17867907822395222,17841405730557330,monicametran,"Mônica Metran","2/11 — 19h
Coleção Origem
Coming soon",30,"10/31/2025 08:26",https://www.instagram.com/reel/DQem1ENjZPf/,"Reel do Instagram",,Total,4976,47,30,17,5,4283,0
17926712400140349,17841405730557330,monicametran,"Mônica Metran","Ouro e diamantes que falam sobre graça e eternidade.",0,"10/30/2025 15:30",https://www.instagram.com/p/DQc0DyrD_Tu/,"Carrossel do Instagram",,Total,15017,31,3,2,4,1882,0
18118948294528436,17841400701760332,isadorametran,Isadora,"Get ready with me
com Turmalinas Paraíbas @monicametran",35,"10/29/2025 16:07",https://www.instagram.com/reel/DQaS3weDiHS/,"Reel do Instagram",,Total,6708,146,7,27,0,,
17849564439579952,17841405730557330,monicametran,"Mônica Metran","Os diferentes tamanhos – e variações de cores – dos nossos brincos Passion. Escolha o seu preferido! ✨",62,"10/29/2025 15:30",https://www.instagram.com/reel/DQaPNh7j0Fo/,"Reel do Instagram",,Total,4437,110,14,14,6,3211,2
18085102963978708,17841405730557330,monicametran,"Mônica Metran","@bellafalconi usa Brinco Elos versão ouro amarelo e diamantes. ✨",0,"10/28/2025 15:30",https://www.instagram.com/p/DQVFnIRD4Dm/,"Carrossel do Instagram",,Total,18835,61,1,0,0,2753,1
18090132769883397,17841405730557330,monicametran,"Mônica Metran","The harmony of crystal, diamonds, and 18k yellow gold.",0,"10/27/2025 15:30",https://www.instagram.com/p/DQPWR1-j-jl/,"Carrossel do Instagram",,Total,16081,32,3,0,7,2181,0
18171549256368606,17841405730557330,monicametran,"Mônica Metran","Pure brilliance in green — the art of emerald.",0,"10/26/2025 14:00",https://www.instagram.com/p/DQSWiA6j4wO/,"Carrossel do Instagram",,Total,16184,50,7,0,7,1634,1
18299976403271341,17841405730557330,monicametran,"Mônica Metran","Brilho sereno, essênia luminosa – Anel Luna.",0,"10/25/2025 10:00",https://www.instagram.com/p/DQSWjd1D6WY/,"Carrossel do Instagram",,Total,17903,64,12,6,17,2147,0
17858245233469133,17841405730557330,monicametran,"Mônica Metran","Emerald Solitaires — timeless elegance in 18k yellow gold. 💚 What’s your favorite?",0,"10/24/2025 14:30",https://www.instagram.com/p/DQNQbbtjw4R/,"Carrossel do Instagram",,Total,19404,74,7,0,17,3010,0
18071902199260850,17841405730557330,monicametran,"Mônica Metran","Alguns dos nossos modelos e tamanhos de Meias Alianças de diamantes: Arcos, Galeria e Taça. 

Qual a sua versão favorita? ✨",103,"10/23/2025 15:30",https://www.instagram.com/reel/DQKycyND-8X/,"Reel do Instagram",,Total,16022,176,25,4,18,11965,30
18092194579881757,17841405730557330,monicametran,"Mônica Metran","Aliança Stela – Diamantes, Topázios, Ouro 18k.",0,"10/23/2025 08:00",https://www.instagram.com/p/DQKygE_D6C_/,"Carrossel do Instagram",,Total,16736,41,5,0,8,1670,1
18152188813410317,17841405730557330,monicametran,"Mônica Metran","The art of Uniqueness, captured in diamonds.
MM Diamonds — Choose your favorite size. ✨",0,"10/22/2025 15:30",https://www.instagram.com/p/DQINqjEDwux/,"Carrossel do Instagram",,Total,16127,31,3,0,6,1573,0
17867981892461692,17841405730557330,monicametran,"Mônica Metran","Colar Solitário Stela, em diamantes.✨

#ColeçaoLuz",0,"10/21/2025 15:30",https://www.instagram.com/p/DQDEE6mj1Vl/,"Carrossel do Instagram",,Total,16907,62,7,3,17,1641,1
17997741932684266,17841405730557330,monicametran,"Mônica Metran","That unique green – Esmeraldas Colombianas.",0,"10/20/2025 15:30",https://www.instagram.com/p/DQFo3L3j5w7/,"Carrossel do Instagram",,Total,17619,60,9,1,6,2017,1
17955181589882832,17841400701760332,isadorametran,Isadora,"5 elementos da nossa arquitetura que dão expressão e personalidade à nossa nova casa 🤩 @monicametran @leoromanoarquitetura",91,"10/19/2025 15:28",https://www.instagram.com/reel/DQAd4UmjjGT/,"Reel do Instagram",,Total,9358,269,31,67,0,,
18374234164196427,17841405730557330,monicametran,"Mônica Metran","In a bright mood 🌟
Colar Luna, Solitário Navete e Piercing Essência.",0,"10/19/2025 14:00",https://www.instagram.com/p/DQAU9egD3Vy/,"Carrossel do Instagram",,Total,19020,58,6,4,20,2470,0
18485947732077248,17841405730557330,monicametran,"Mônica Metran","Diamantes e Turmalinas Paraíba — beleza atemporal, reinventada.",9,"10/18/2025 10:00",https://www.instagram.com/reel/DP9UvzcD2fQ/,"Reel do Instagram",,Total,18564,124,7,4,15,12644,24
18067559015602449,17841405730557330,monicametran,"Mônica Metran","The coolest: Anel Thássia ✨ @thassianaves",0,"10/17/2025 14:30",https://www.instagram.com/p/DP7Oy5JD1fD/,"Carrossel do Instagram",,Total,22182,85,1,4,5,3578,0
18065717774593324,17841405730557330,monicametran,"Mônica Metran","Bright details ✨",0,"10/15/2025 16:23",https://www.instagram.com/p/DP2SMFxjfZR/,"Carrossel do Instagram",,Total,19782,37,2,1,9,2401,0
18061691030452548,17841405730557330,monicametran,"Mônica Metran","Emerald allure in every shape. 💚
Which cut is calling your name?",0,"10/14/2025 16:49",https://www.instagram.com/p/DPzwW9QDVcv/,"Carrossel do Instagram",,Total,20568,54,9,0,5,1915,0
18098704363669674,17841405730557330,monicametran,"Mônica Metran","Mix and match com os nossos brincos Elos ✨ qual a sua versão preferida?",99,"10/13/2025 16:03",https://www.instagram.com/reel/DPxFoleDbKl/,"Reel do Instagram",,Total,18555,160,18,13,24,12760,19
17873062059350350,17841405730557330,monicametran,"Mônica Metran","Shining bright ✨Coleção Luz
Brincos Luna M e P com colar Stela 45cm.",0,"10/11/2025 06:03",https://www.instagram.com/p/DPq4DYZjfrF/,"Carrossel do Instagram",,Total,20701,55,7,4,22,2328,1
18084284834509455,17841405730557330,monicametran,"Mônica Metran","Emerald lovers, for sure. 💚",0,"10/09/2025 15:36",https://www.instagram.com/p/DPmwATijRKA/,"Carrossel do Instagram",,Total,25781,73,8,1,29,2491,2
18072390442953820,17841405730557330,monicametran,"Mônica Metran","Entre designs, tamanhos e lapidações, cada solitário MM Diamonds carrega uma história única — encontre aquele que reflete a sua.",0,"10/08/2025 15:44",https://www.instagram.com/p/DPkMLESjRGC/,"Carrossel do Instagram",,Total,23332,64,11,1,14,3099,1
18313686520245291,17841405730557330,monicametran,"Mônica Metran","A linha Buquê, um dos clássicos MM Diamonds, é composta por uma delicada harmonia de flores em diferentes tamanhos, inteiramente cravejadas à mão com diamantes. 

Explore todo o nosso “Buquê” 💐",0,"10/07/2025 15:28",https://www.instagram.com/p/DPhlj66jene/,"Carrossel do Instagram",,Total,21754,32,4,0,12,2719,0
18062020139615128,17841400701760332,isadorametran,Isadora,"golden hour — literally.",0,"10/06/2025 16:31",https://www.instagram.com/p/DPfH5N3jiO-/,"Carrossel do Instagram",,Total,35680,119,6,17,0,,
18075730274115775,17841405730557330,monicametran,"Mônica Metran","White and yellow gold: the perfect duo ✨",0,"10/05/2025 16:23",https://www.instagram.com/p/DPciLvajct2/,"Carrossel do Instagram",,Total,21743,37,5,3,6,1995,0
18102246553619759,17841405730557330,monicametran,"Mônica Metran",,9,"10/04/2025 12:24",https://www.instagram.com/reel/DPZiAbfjeSN/,"Reel do Instagram",,Total,53420,313,18,12,53,33372,270
17861652447491935,17841405730557330,monicametran,"Mônica Metran","That unique blue: Turmalinas Paraíba 💎",0,"10/03/2025 16:41",https://www.instagram.com/p/DPXarEcje8J/,"Carrossel do Instagram",,Total,22260,69,6,2,14,2450,0
18025131989759138,17841405730557330,monicametran,"Mônica Metran","Diamonds are forever.",0,"10/01/2025 16:17",https://www.instagram.com/p/DPSOZssjWPc/,"Carrossel do Instagram",,Total,48216,85,8,5,25,3982,1
18074426489132891,17841400701760332,isadorametran,Isadora,"for an utv ride 🚙

#CristaleTanaWeek
@tanalobo @cristallobo",0,"10/01/2025 16:06",https://www.instagram.com/p/DPSNG6HjhKD/,"Carrossel do Instagram",,Total,71251,197,14,30,0,,
17980453343873288,17841405730557330,monicametran,"Mônica Metran","A Riviera Luna é o encontro de luzes que se refletem por todo o colo, com um degradê de topázios brancos e a nossa estrela cravejada de diamantes na lateral.",0,"09/28/2025 16:16",https://www.instagram.com/p/DPKf5TMDU0O/,"Carrossel do Instagram",,Total,55393,152,25,63,59,5500,2
17953024079976514,17841405730557330,monicametran,"Mônica Metran","Amar une contrastes.

No Anel Amar, dois elos entrelaçados — um liso, outro cravejado de diamantes — criam um design marcante que envolve e preenche a mão.

A assinatura Mônica Metran aparece de forma sutil, com ródio branco, selando essa união de presença e expressão.",0,"07/01/2025 15:30",https://www.instagram.com/p/DLf8BlzPx-8/,"Carrossel do Instagram",,Total,21659,44,3,1,4,2827,0
18110014249557866,17841400701760332,isadorametran,Isadora,"O início do sonho 🤍",32,"09/23/2025 15:44",https://www.instagram.com/reel/DO9kKPjDlyW/,"Reel do Instagram",,Total,9630,216,14,58,0,,
18090687535645713,17841405730557330,monicametran,"Mônica Metran","Heart shapes (& sizes) 🤍",0,"09/23/2025 08:06",https://www.instagram.com/p/DO8v0jvjXAi/,"Carrossel do Instagram",,Total,40961,48,5,2,14,2963,1
17930992325996116,17841405730557330,monicametran,"Mônica Metran","Sweet & glam 🪩 @amanda.rgomes 
Nossos clássicos brincos Alice, cravejados de diamantes, nos tamanhos G e M.",0,"09/22/2025 16:54",https://www.instagram.com/p/DO7HaapDaQI/,"Carrossel do Instagram",,Total,45462,73,10,2,27,5387,2
17860386375486687,17841405730557330,monicametran,"Mônica Metran","@marielbatistaa em esmeraldas ✨",7,"09/21/2025 15:28",https://www.instagram.com/reel/DO4Yyh1DVp-/,"Reel do Instagram",,Total,29033,222,10,10,45,23435,4
18238108174288911,17841405730557330,monicametran,"Mônica Metran","In diamonds 💎 @cristallobo",9,"09/20/2025 07:54",https://www.instagram.com/reel/DO1AD-FjRPw/,"Reel do Instagram",,Total,5082,59,6,0,14,4451,0
18056793530173248,17841405730557330,monicametran,"Mônica Metran","That glam ✨ 
@juliana26lobo",7,"09/18/2025 16:35",https://www.instagram.com/reel/DOwx3E3Ddrz/,"Reel do Instagram",,Total,31571,77,13,0,17,23085,43
18069620372332292,17841405730557330,monicametran,"Mônica Metran","Bold & gold ✨🤩",0,"09/17/2025 16:27",https://www.instagram.com/p/DOuMVHJjSQ2/,"Carrossel do Instagram",,Total,37752,75,10,10,18,3672,1
18063868166054462,17841405730557330,monicametran,"Mônica Metran","Nosso ear cuff Buquê em detalhes 💎 @cristallobo",0,"09/16/2025 16:39",https://www.instagram.com/p/DOrpAi-jf8T/,"Carrossel do Instagram",,Total,33181,58,10,2,29,4227,1
17921422464152659,17841405730557330,monicametran,"Mônica Metran","@tanalobo in Passion ✨",0,"09/15/2025 16:00",https://www.instagram.com/p/DOo_vkrjdhM/,"Carrossel do Instagram",,Total,32956,92,4,1,11,4283,0
17961081908967083,17841405730557330,monicametran,"Mônica Metran","@tanalobo in Passion – entre elos e diamantes. 💎",7,"09/12/2025 14:50",https://www.instagram.com/reel/DOhJN0UjeIL/,"Reel do Instagram",,Total,30998,119,15,19,25,22479,106
18040490051424878,17841405730557330,monicametran,"Mônica Metran","Elos Passion ✨",0,"09/12/2025 14:46",https://www.instagram.com/p/DOhI2B3jSCt/,"Imagem do Instagram",,Total,27906,32,0,3,6,2511,0
18020153732567881,17841405730557330,monicametran,"Mônica Metran","TBT de um momento especial ✨ 
Na última semana, nossas joias brilharam em cada look do desfile da coleção Aurora @lojacamelias + @carunaciff. Uma honra vestir tantas mulheres incríveis com as joias Mônica Metran. Aqui, um resumo desse dia 💎",54,"09/11/2025 17:05",https://www.instagram.com/reel/DOez0DXDc7T/,"Reel do Instagram",,Total,4393,53,0,3,6,3666,0
18022201619685342,17841405730557330,monicametran,"Mônica Metran","Mil Rosas ✨🌸🌼 @aurorarassi",6,"09/09/2025 16:44",https://www.instagram.com/reel/DOZns7Hja4J/,"Reel do Instagram",,Total,3360,48,0,9,12,3150,0
18091118224625917,17841405730557330,monicametran,"Mônica Metran","@aurorarassi usa ear cuff Mil Rosas ✨🌸",0,"09/08/2025 16:27",https://www.instagram.com/p/DOXBSFfDfOT/,"Carrossel do Instagram",,Total,34321,165,51,21,59,5217,2
18092810854708805,17841400701760332,isadorametran,Isadora,🌷,0,"09/07/2025 16:47",https://www.instagram.com/p/DOUerpDDvHA/,"Carrossel do Instagram",,Total,67768,351,25,47,0,,
17966611499957329,17841405730557330,monicametran,"Mônica Metran","Shining bright ✨ @anaflaviavaladao_",13,"09/07/2025 15:23",https://www.instagram.com/reel/DOUVATIDdUL/,"Reel do Instagram",,Total,3793,34,0,1,7,3666,0
17855050380514995,17841405730557330,monicametran,"Mônica Metran","Shining in diamonds and gold ✨ @anaflaviavaladao_",0,"09/06/2025 08:37",https://www.instagram.com/p/DORB2PIjdXf/,"Carrossel do Instagram",,Total,29018,43,5,5,10,3370,0
18054434798443067,17841405730557330,monicametran,"Mônica Metran","Sizes & shapes 💎 choose your favorite!",0,"09/05/2025 16:16",https://www.instagram.com/p/DOPRlv6DdNJ/,"Carrossel do Instagram",,Total,28199,39,4,4,10,3187,0
17933030555965931,17841400701760332,isadorametran,Isadora,"Vem se arrumar comigo pro desfile da coleção Aurora. 🌷",45,"09/04/2025 16:08",https://www.instagram.com/reel/DOMrkW3js5f/,"Reel do Instagram",,Total,14933,328,39,60,0,,
18088943650836852,17841400002943861,julianabacellaroficial,"Juliana Bacellar","Pequenos detalhes que transformam qualquer produção.

As joias têm esse poder: iluminar, valorizar e trazer sofisticação sem esforço.

Essas da @monicametran são daquelas peças que você não quer mais tirar do corpo atemporais, versáteis e com aquele brilho que fala por si só.

Qual dessas combina mais com o seu estilo?",0,"09/04/2025 12:59",https://www.instagram.com/p/DOMWTQADt1A/,"Carrossel do Instagram",,Total,466346,553,13,8,0,,
18039431234436089,17841405730557330,monicametran,"Mônica Metran","MM Diamonds are a girl’s best friend 💎 choose your favorite size.",0,"09/03/2025 15:00",https://www.instagram.com/p/DOHXrCUj4e_/,"Carrossel do Instagram",,Total,28494,68,18,18,28,3058,1
18088339582796654,17841405730557330,monicametran,"Mônica Metran","Um pouco mais sobre a nossa formação em inteligência emocional aqui na Mônica Metran. Momentos de troca, conhecimento e crescimento junto com a nossa equipe.",55,"09/02/2025 15:47",https://www.instagram.com/reel/DOHfwtXDZCU/,"Reel do Instagram",,Total,17541,277,43,12,23,10922,5
18038047925452228,17841400701760332,isadorametran,Isadora,"Friday’s office look",38,"08/29/2025 08:39",https://www.instagram.com/reel/DN8bfTOjpk8/,"Reel do Instagram",,Total,10579,107,19,11,0,,
18075378883975746,17841405730557330,monicametran,"Mônica Metran","Unique pieces in diamonds and gold 🌟",0,"08/26/2025 15:30",https://www.instagram.com/p/DNokauuvn8-/,"Carrossel do Instagram",,Total,25868,55,11,2,16,2307,0
17959500419975835,17841405730557330,monicametran,"Mônica Metran","Classic never goes out of fashion 🌟

Nossos clássicos: braceletes Lâmina. Disponíveis nos tamanhos P, M ou G. Escolha o seu favorito!",0,"08/24/2025 14:00",https://www.instagram.com/p/DNwIfSCv6Pa/,"Carrossel do Instagram",,Total,32476,82,9,8,21,4017,0
18055490732149557,17841405730557330,monicametran,"Mônica Metran","Colar Amar — elo cravejado em diamantes no ouro branco 18k — com seu segundo elo no ouro amarelo 18k. 

Conheça a Coleção Amar ✨",0,"08/23/2025 10:00",https://www.instagram.com/p/DNtINSgPolw/,"Carrossel do Instagram",,Total,25721,57,7,0,15,2514,0
18063265943199695,17841405730557330,monicametran,"Mônica Metran","O encanto singular das pérolas naturais. 🤍 Linha Clara — Coleção Luz.",0,"08/22/2025 14:30",https://www.instagram.com/p/DNrJMEhPkfh/,"Carrossel do Instagram",,Total,25865,81,5,2,15,2815,1
18070381610323496,17841405730557330,monicametran,"Mônica Metran","Colar Stela longo 80cm. 
Disponível em ouro amarelo 18k e ouro branco 18k — topázios brancos e sua estrela em diamantes. 

Entre em contato e saiba mais.",0,"08/21/2025 15:30",https://www.instagram.com/p/DNokWhcvpku/,"Carrossel do Instagram",,Total,24988,37,2,4,5,2178,2
18126026029462905,17841405730557330,monicametran,"Mônica Metran","Each piece, a unique expression of beauty. ✨ @nataliabars",0,"08/20/2025 15:30",https://www.instagram.com/p/DNl_jnOP88z/,"Carrossel do Instagram",,Total,25601,47,5,0,5,2484,0
17968640993945366,17841405730557330,monicametran,"Mônica Metran","For every style, a perfect shine. Your sparkle, your way. 🌟

Anel Arco — disponível no ouro amarelo, branco ou rosê. Detalhes fosco ou polido.",0,"08/19/2025 15:30",https://www.instagram.com/p/DNWiyfGPjhP/,"Carrossel do Instagram",,Total,27286,77,2,4,8,2888,0
18038022665427925,17841405730557330,monicametran,"Mônica Metran","Beauty in every detail. ✨ @camilladurante",0,"08/18/2025 15:30",https://www.instagram.com/p/DNbGrc9Njs8/,"Carrossel do Instagram",,Total,28870,82,5,11,14,3345,1
18315566257209861,17841405730557330,monicametran,"Mônica Metran","Para eles. 
Pulseira Masculina Cartier Alongada em ouro amarelo 18k.
Pulseira Cruz — disponível no ouro branco 18k e no ouro amarelo 18k.",0,"08/17/2025 14:00",https://www.instagram.com/p/DNeG7s8NFWY/,"Carrossel do Instagram",,Total,28408,41,5,9,14,2405,0
18219393007305437,17841405730557330,monicametran,"Mônica Metran","@tanalobo usa: brincos Passion M, colar Mil Rosas e choker Elos. A perfect match ✨",0,"08/16/2025 10:00",https://www.instagram.com/p/DNZAxQEvbEG/,"Carrossel do Instagram",,Total,30778,76,5,2,4,3054,1
18058982618523950,17841405730557330,monicametran,"Mônica Metran","As unique as you are. ✨💛

Brinco Amar Longo — movimento, brilho e leveza — cravejado em diamantes.

Conheça toda a Coleção Amar.",0,"08/15/2025 14:30",https://www.instagram.com/p/DNWi4xzt6SO/,"Carrossel do Instagram",,Total,28552,46,8,5,11,2147,3
18281518645283760,17841400801300232,debiboeira,"D E B I    B O E I R A","A coleção Primavera da @monicametran chegou cheia de cor, leveza e personalidade!
Uma mistura de modernidade, delicadeza e alegria nas peças.

• Riviera Hibisco Dégradé com gemas naturais
• Brincos floridos com turmalina rosa & topázio azul
• Meias alianças e anéis com cores vibrantes

@gott.digital 
@monicametran 
@joylima 

#joias #colors #primavera #coleção #monicametran #joiascoloridas",27,"08/15/2025 07:53",https://www.instagram.com/reel/DNYSvz6OZ4D/,"Reel do Instagram",,Total,6245,96,14,13,0,,
17881242618361329,17841405730557330,monicametran,"Mônica Metran","Em cada peça, um toque de humanidade. 

Nossas joias são criadas com amor e personalidade, através de processos manuais que valorizam a arte e a tradição. 

Mesmo com o avanço da tecnologia, acreditamos que o valor artesanal é insubstituível e está profundamente enraizado no nosso DNA. 

É a nossa essência, a nossa expressão e o nosso compromisso: revelar a beleza e o valor do toque humano em cada detalhe, em cada coleção.",54,"08/14/2025 15:33",https://www.instagram.com/reel/DNWjEl8NiM1/,"Reel do Instagram",,Total,5633,67,11,8,11,4694,1
18148354495392087,17841405730557330,monicametran,"Mônica Metran","Sweet shades ✨🌸 e o poder das cores @isabellacastroc",0,"08/12/2025 15:30",https://www.instagram.com/p/DNRZNbPt3Zu/,"Carrossel do Instagram",,Total,31020,47,1,6,10,3757,0
18055766312604777,17841405730557330,monicametran,"Mônica Metran","Every woman deserves a jewel as sweet as she is. ✨🌸
@isabellacastroc usa Coleção Primavera.",18,"08/11/2025 15:30",https://www.instagram.com/reel/DNO0aOvP7IF/,"Reel do Instagram",,Total,21587,65,3,4,10,17327,15
18069164297143117,17841405730557330,monicametran,"Mônica Metran","Like a princess 🌸✨ 
@laylamonteiro usa as joias da linha Florescer — Coleção Primavera.",23,"08/10/2025 14:00",https://www.instagram.com/reel/DNMFXAVsxnM/,"Reel do Instagram",,Total,39187,146,30,3,18,28104,58
18042758804336865,17841405730557330,monicametran,"Mônica Metran","Delicate as dawn, bright as the soul. ✨

#ColeçãoLuz",0,"08/09/2025 10:00",https://www.instagram.com/p/DNJFHcJs5kQ/,"Carrossel do Instagram",,Total,30960,122,14,5,33,4307,0
18301966606216144,17841405730557330,monicametran,"Mônica Metran","@laylamonteiro usa Florescer 🌸

Layla usa os Brincos Doce Florescer GG, M e P com efeito degrade delicado e sútil dos quartzos rosas. No colo temos dois Colares Florescer e em sua mão, compôs também com o Anel Florescer. 

Entre em contato para saber mais.",0,"08/08/2025 14:30",https://www.instagram.com/p/DNG_NL2MVz1/,"Carrossel do Instagram",,Total,33873,140,9,7,38,5590,0
18075203842951859,17841400915514897,nataliabars,"Natália Bars","Pra hoje, joias atemporais @monicametran ✨",0,"08/07/2025 16:49",https://www.instagram.com/p/DNEqWRMSZF9/,"Carrossel do Instagram",,Total,55482,166,14,34,0,,
18093171604727329,17841414545936883,pedrohluchetti,"Pedro Luchetti","Fiz uma seleção de peças da @monicametran para você, atrasado/a como eu, correr e achar algo delicado, com personalidade, e pra vida toda. São peças feitas com vários detalhes, marcas registradas, e qualidade, que obviamente buscamos quando se trata de joia. Ficou ainda mais na dúvida? Entre no Insta, chamem elas, aposto que vocês vão encontrar um presente ideal pro seu Pai, marido e etc🧡💍💎",296,"08/06/2025 10:36",https://www.instagram.com/reel/DNBZ3ZDsFRv/,"Reel do Instagram",,Total,9491,192,13,78,0,,
18053573531430495,17841405730557330,monicametran,"Mônica Metran","@anarassi usa: nossos Brincos Astro G em composição com o Piercing Estrela. No colo, a choker Constelação. 

Coleção Estrela 🌟
Fale conosco e saiba mais.",0,"08/04/2025 14:30",https://www.instagram.com/p/DM8r-QTvfka/,"Carrossel do Instagram",,Total,29219,84,10,9,15,3834,2
17858775093465264,17841405730557330,monicametran,"Mônica Metran","O equilíbrio perfeito entre brilho e sofisticação - Topázios brancos, Diamantes, Ouro branco 18k e Pérolas. 🤍

Fale conosco e conheça nosso Colar Stela longo em ouro branco 18k e nosso Brinco Bloom Duo em pérolas.",0,"08/03/2025 14:00",https://www.instagram.com/p/DM6DwzPPAEW/,"Carrossel do Instagram",,Total,49791,143,10,18,21,6308,2
18101921116600806,17841405730557330,monicametran,"Mônica Metran","Easy chic ✨ @cristallobo uma camisa branca e a nossa choker Passion, nada mais.",0,"08/02/2025 10:00",https://www.instagram.com/p/DM3DkHHskZN/,"Carrossel do Instagram",,Total,28787,55,1,0,8,3678,0
17989655525824216,17841405730557330,monicametran,"Mônica Metran","An eternal harmony of gold and diamonds.✨",0,"08/01/2025 14:30",https://www.instagram.com/p/DM09p3gMk9R/,"Carrossel do Instagram",,Total,30336,114,13,10,24,4795,0
18068457404158295,17841400701760332,isadorametran,Isadora,"Iniciamos hoje a nossa primeira formação pessoal com foco em inteligência emocional aqui na Mônica Metran.

Esse projeto nasceu de um desejo meu de compartilhar aprendizados e valores que foram muito significativos pra mim — e que acredito que também podem agregar de alguma forma na vida de cada um aqui.

Acredito que somos muito mais do que a superfície mostra. Conhecer e dominar nossa vida interior exige disposição, presença e, muitas vezes, sacrifício.

Como disse o @augusto.ollivieri : “Para acessar o céu, é preciso silêncio.”

Essa foi só a primeira aula, e que venham as próximas! 🌿",78,"07/31/2025 16:17",https://www.instagram.com/reel/DMykvd4ORjX/,"Reel do Instagram",,Total,16870,255,29,35,0,,
18068200802131115,17841405730557330,monicametran,"Mônica Metran","A Argola Stela, o Colar Terço Completo Devoção e o Anel Devoção revelam mais que beleza —
são joias que falam de alma, crença e propósito.

Cada detalhe carrega fé, luz e uma elegância atemporal. ✨

Conheça a Coleção Luz.
Entre em contato e saiba mais.",0,"07/31/2025 15:30",https://www.instagram.com/p/DMyfsmuMDm-/,"Carrossel do Instagram",,Total,27183,140,3,27,3,3808,0
17860348311452251,17841405730557330,monicametran,"Mônica Metran","A timeless blend of yellow & white gold.✨",0,"07/30/2025 15:30",https://www.instagram.com/p/DMv68H6sifG/,"Carrossel do Instagram",,Total,26080,97,10,0,25,3340,0
17959515044972933,17841405730557330,monicametran,"Mônica Metran","Mix and Match ✨
Cada forma, um traço. Cada pérola, um encontro raro. 

Entre em contato e conheça mais sobre nossas pérolas. 

#ColeçãoLuz",0,"07/28/2025 15:30",https://www.instagram.com/p/DMqxTS6v4LV/,"Carrossel do Instagram",,Total,26236,107,9,7,14,3566,0
18067698899327451,17841405730557330,monicametran,"Mônica Metran","Astros & western ✨ @cristallobo",0,"07/27/2025 14:00",https://www.instagram.com/p/DMoCPQDslf6/,"Carrossel do Instagram",,Total,24826,47,0,2,4,3365,0
17915664867149262,17841405730557330,monicametran,"Mônica Metran","Escapulário Luz. ✨
Delicadeza que ilumina e protege.

O Escapulário Luz une brilho e simbolismo em um design atemporal. Feito para acompanhar com leveza — e propósito.

Conheça toda a Coleção Luz.",0,"07/26/2025 10:00",https://www.instagram.com/p/DMlB-bGMriy/,"Carrossel do Instagram",,Total,23101,64,9,13,26,2357,3
18522663196029508,17841405730557330,monicametran,"Mônica Metran","MM Petit 💖
Um toque de delicadeza para os primeiros capítulos da vida.
Criada com ternura, pensada para eternizar o afeto. 

Para momentos únicos, joias que dizem o que o coração sente.

Entre em contato e descubra nossas coleções.

@victoriappinheiro",0,"07/25/2025 14:30",https://www.instagram.com/p/DMi8BacMIBG/,"Carrossel do Instagram",,Total,29001,151,14,8,10,4655,1
18122554825494631,17841405730557330,monicametran,"Mônica Metran","Diamond lights. 🌟",0,"07/24/2025 17:13",https://www.instagram.com/p/DMgp-7QN11y/,"Carrossel do Instagram",,Total,42602,102,11,11,16,5605,0
17915368737027678,17841414545936883,pedrohluchetti,"Pedro Luchetti","Uma viagem marcada pelas peças da @monicametran . Várias ocasiões, sejam as mais formais, até as mais despojadas. Peças atenporais, de qualidade, brilho, e caimento!",63,"07/24/2025 05:01",https://www.instagram.com/reel/DMfV1JssehW/,"Reel do Instagram",,Total,7557,126,6,48,0,,
17940243342028731,17841405730557330,monicametran,"Mônica Metran","Where every sparkle tells a story — poetry in diamonds and gold. ✨",0,"07/23/2025 15:30",https://www.instagram.com/p/DMd5XyIv6uh/,"Carrossel do Instagram",,Total,20426,27,3,1,4,1946,0
18035128064677545,17841405730557330,monicametran,"Mônica Metran","@tanalobo in Astros ✨

Ela usa os Brincos Astro M e Estrela Cadente Coração M, no segundo furo. O Colar Astros e Astros longo no colo e nas mãos uma composição entre os Aneis Luna, Anel Astro G e Anel Astro Coração M.

Entre em contato para saber mais.",0,"07/22/2025 15:30",https://www.instagram.com/p/DMbUgZqp_hE/,"Carrossel do Instagram",,Total,38169,84,2,6,5,13827,3
17843604990538616,17841405730557330,monicametran,"Mônica Metran","Astros & western ✨ @cristallobo",18,"07/21/2025 15:30",https://www.instagram.com/reel/DMYvwgHvVUe/,"Reel do Instagram",,Total,2844,26,2,5,2,2707,0
